"TL_inc_d1_DI_ctrl_2"	"TL_inc_d1_DI_ctrl_3"	"TL_inc_d1_DI_ctrl_4"	"TL_inc_d1_DI_ctrl_5"	"TL_inc_d2_DI_ctrl_1"	"TL_inc_d2_DI_ctrl_3"	"TL_inc_d2_DI_ctrl_4"	"TL_inc_d2_DI_ctrl_5"	"TL_inc_d1_ASW_noS_1"	"TL_inc_d1_ASW_noS_2"	"TL_inc_d1_ASW_noS_3"	"TL_inc_d1_ASW_noS_4"	"TL_inc_d1_ASW_noS_5"	"TL_inc_d2_ASW_noS_2"	"TL_inc_d2_ASW_noS_3"	"TL_inc_d2_ASW_noS_4"	"TL_inc_d2_ASW_noS_5"	"TL_inc_d1_ASW_3"	"TL_inc_d1_ASW_4"	"TL_inc_d1_ASW_5"	"TL_inc_d2_ASW_1"	"TL_inc_d2_ASW_3"	"TL_inc_d2_ASW_4"	"TL_inc_d2_ASW_5"	"TL_inc_d1_SO4_3"	"TL_inc_d1_SO4_4"	"TL_inc_d1_SO4_5A"	"TL_inc_d1_SO4_5B"	"TL_inc_d2_SO4_2"	"TL_inc_d2_SO4_3"	"TL_inc_d2_SO4_4"	"TL_inc_d2_SO4_5A"	"TL_inc_d2_SO4_5B"	"Consensus.lineage"
"614"	"    2"	"  11"	"   9"	"   5"	"   1"	"   0"	"   4"	"    1"	"    4"	"    3"	"    3"	"   3"	"   1"	"   0"	"    1"	"   13"	"   1"	"    6"	"  22"	"    8"	"   10"	"   3"	"  15"	"  25"	"   7"	"  13"	"   3"	"   4"	"   1"	"   2"	"   1"	"   0"	"  12"	"k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Mycobacteriaceae;g__Mycobacterium"
"615"	"   40"	"  12"	"  32"	"  38"	" 153"	"  27"	" 152"	"   29"	"    5"	"   11"	"    6"	"   8"	"  12"	"   9"	"   11"	"   50"	"  30"	"   11"	"   2"	"    3"	"   57"	"  63"	"   2"	"  31"	"  15"	"  37"	"  18"	" 241"	" 234"	" 160"	" 266"	" 580"	"  48"	"k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae;g__Candidatus Solibacter"
"617"	"   23"	"   5"	"   3"	"   7"	"  11"	"  44"	"   6"	"    1"	"    8"	"    6"	"   28"	"   8"	"   9"	"1159"	"  124"	"  116"	" 138"	"   18"	"   5"	"   26"	"  216"	" 220"	"  14"	" 209"	"   8"	"   0"	"  10"	"  92"	"  73"	"  60"	"  59"	"  23"	"  11"	"k__Bacteria;p__AD3;c__JG37-AG-4;o__JG37-AG-4CL;f__JG37-AG-4CL;g__JG37-AG-4CL"
"618"	"    6"	"   4"	"   5"	"   1"	"   0"	"   0"	"   0"	"    0"	"    0"	"    0"	"    0"	" 221"	" 206"	"   8"	"    0"	"   13"	"   0"	"    0"	"   2"	"    1"	"   33"	"   0"	"   0"	"   0"	" 119"	" 412"	" 670"	"   1"	"   0"	"   0"	"   8"	"   0"	" 520"	"k__Bacteria;p__Elusimicrobia"
"621"	"    0"	"  10"	"  28"	"   4"	"   0"	"   5"	"   0"	"    0"	"  117"	"  134"	"  164"	"  21"	"  22"	"   4"	"    0"	"    3"	"   0"	"   18"	"   0"	"  162"	"   29"	"   1"	"   2"	"1506"	"  13"	"   1"	"  30"	"   1"	"   1"	"   1"	"   1"	"   1"	"   1"	"k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae;g__Candidatus Solibacter"
"623"	"    4"	"  37"	"  15"	"  21"	"   3"	"   2"	"   4"	"    4"	"    0"	"    2"	"    4"	"  18"	"  23"	"   1"	"    0"	"    2"	"   0"	"   10"	"   4"	"    0"	"    0"	"   1"	"   8"	"   0"	"  20"	"  15"	"  33"	"   3"	"   5"	"   1"	"   0"	"   1"	"  21"	"k__Bacteria;p__Acidobacteria;c__Acidobacteria (class);o__Acidobacteriales;f__AcidobacterialesOR;g__AcidobacterialesOR"
"626"	"   19"	" 218"	" 121"	"  56"	"  13"	"   3"	"   4"	"    8"	"    3"	"    3"	"    1"	"   9"	"   8"	"   2"	"    0"	"    3"	"   0"	"    2"	"   1"	"    0"	"    4"	"   1"	"   0"	"   0"	"  47"	"  53"	"  62"	"  11"	"  24"	"   3"	"   2"	"   1"	"  41"	"k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__OpitutaeCL;f__OpitutaeCL;g__OpitutaeCL"
"628"	"   57"	"  31"	"  14"	"  20"	"   2"	"   8"	"   5"	"    3"	"   72"	"  122"	"   96"	" 143"	" 143"	" 248"	"  103"	"   69"	"   2"	"  158"	"  42"	"   42"	"   34"	"  14"	"  69"	"  29"	"  27"	"  50"	"  39"	"  12"	"  13"	"   6"	"   3"	"   4"	"  41"	"k__Bacteria;p__Armatimonadetes;c__SJA-176;o__SJA-176CL;f__SJA-176CL;g__SJA-176CL"
"631"	"   89"	" 101"	"  74"	"  55"	"  23"	"  29"	"  22"	"   23"	"   38"	"   57"	"   41"	" 145"	"  95"	"  25"	"    8"	"   43"	"  18"	"   55"	"  24"	"   13"	"   57"	"  19"	"  32"	"   8"	"  87"	"  86"	" 120"	"  48"	"  50"	"  30"	"  16"	"  20"	"  91"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__CaulobacteraceaeFA"
"632"	"   20"	" 100"	"  16"	"   6"	"   1"	"   3"	"   1"	"    3"	"   58"	"  221"	"   44"	" 121"	" 131"	"   4"	"   48"	"   23"	"   5"	"  262"	"  44"	"   17"	"   75"	"  13"	"  48"	"   0"	"  17"	"  26"	"  15"	"   6"	"   2"	"   1"	"   1"	"   2"	"  25"	"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus"
"633"	"   35"	"  42"	"   7"	"  12"	"   3"	"   1"	"   1"	"    1"	"    1"	"    3"	"   13"	"  16"	"  18"	"   1"	"    0"	"    1"	"   0"	"    5"	"   2"	"    0"	"    0"	"   0"	"   0"	"   1"	"  50"	"   6"	"  44"	"   4"	"  13"	"   0"	"   1"	"   5"	"  47"	"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Methyloversatilis"
"636"	"   11"	"  34"	"   8"	"   6"	"  55"	"  58"	"  26"	"   27"	"    2"	"    0"	"    0"	"   1"	"   2"	"   3"	"    4"	"    0"	"   7"	"    1"	"   0"	"    0"	"    1"	"   0"	"   0"	"   3"	"  10"	"   3"	"  14"	" 125"	" 124"	"  37"	"  44"	"  40"	"  23"	"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__DeltaproteobacteriaCL;f__DeltaproteobacteriaCL;g__DeltaproteobacteriaCL"
"637"	"   32"	"   2"	"   1"	"   1"	"   0"	"   3"	"   0"	"    0"	"   16"	"    7"	"  836"	"  46"	"  19"	"   0"	"   46"	"    0"	" 721"	"   49"	"   9"	"    0"	"    6"	"   0"	"  14"	"   0"	"  13"	"   5"	"   5"	"   0"	"   0"	"   0"	"   0"	"   1"	"   7"	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes (class);o__Gemmatimonadales;f__Gemmatimonadaceae;g__GemmatimonadaceaeFA"
"638"	"    5"	"  45"	"  10"	"   7"	"   6"	"   1"	"   1"	"    1"	"    4"	"    1"	"   15"	"  76"	"  53"	"   2"	"    0"	"    2"	"   2"	"   15"	"   2"	"    1"	"    3"	"   3"	"   3"	"   5"	"   8"	"  13"	"  34"	"   2"	"   2"	"   4"	"   2"	"   2"	"  22"	"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__BetaproteobacteriaCL;f__BetaproteobacteriaCL;g__BetaproteobacteriaCL"
"640"	"   29"	"  74"	" 107"	" 135"	"  85"	"   3"	" 100"	"   76"	"   16"	"    4"	"   12"	"  15"	"  23"	"   4"	"    8"	"   14"	"   6"	"   24"	"  18"	"    8"	"   27"	"  21"	"  22"	"   1"	"  91"	"  86"	"  52"	"  60"	"  59"	"  64"	"  39"	"  67"	"  49"	"k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__VerrucomicrobialesOR;g__VerrucomicrobialesOR"
"641"	"   32"	"  17"	"  15"	"  24"	"  55"	"  15"	"  27"	"   24"	"   71"	"   46"	"   64"	"  56"	"  51"	" 280"	"   87"	"  251"	" 128"	"   58"	"  37"	"   70"	"  142"	" 119"	"  58"	" 140"	"  24"	"  20"	"  32"	"  72"	"  78"	"  35"	"  60"	"  63"	"  25"	"k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__ActinomycetalesOR;g__ActinomycetalesOR"
"642"	"   25"	"  32"	"  11"	"  18"	"   5"	"  10"	"   0"	"    9"	"   16"	"    7"	"   22"	"  42"	"  49"	"   5"	"    0"	"   12"	"   6"	"   22"	"   8"	"    1"	"    5"	"   4"	"   6"	"   4"	"  35"	"  20"	"  16"	"   5"	"   2"	"   1"	"   3"	"   5"	"  20"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Rhodoplanes"
"645"	"    1"	"  82"	"  19"	"  26"	"   5"	"   3"	"   3"	"    5"	"    7"	"    1"	"    6"	"  23"	"  23"	"   0"	"    0"	"    1"	"   0"	"    1"	"   3"	"    0"	"    0"	"   0"	"   1"	"   0"	"  18"	"  11"	"  23"	"   0"	"   0"	"   2"	"   1"	"   2"	"  18"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__RhodospirillaceaeFA"
"647"	"    0"	"   0"	"   0"	"   0"	"   0"	"   0"	"   1"	"    0"	"   14"	"    2"	"    9"	"  30"	"  34"	"   1"	"    0"	"    3"	"   0"	"    4"	"   0"	"    1"	"    0"	"   0"	"   0"	"   2"	"   0"	"   0"	"   0"	"   0"	"   0"	"   0"	"   0"	"   0"	"   0"	"k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Rubrobacterales;f__Rubrobacteraceae;g__RubrobacteraceaeFA"
"648"	"    0"	"   0"	"   1"	"   4"	" 307"	" 242"	" 290"	"    6"	"    1"	"    0"	"    0"	"   2"	"   0"	"   3"	"   19"	"    5"	"   0"	"    1"	"   0"	"    0"	"    4"	"   1"	"   0"	"   8"	"   0"	"   0"	"   5"	" 172"	"  66"	"  51"	" 244"	"  23"	"   0"	"k__Bacteria;p__Nitrospirae;c__Nitrospira (class);o__Nitrospirales;f__NitrospiralesOR;g__NitrospiralesOR"
"649"	"    5"	"   8"	"   9"	"   8"	" 215"	" 489"	" 158"	"   39"	"    7"	"    0"	"    0"	"   3"	"   1"	"  10"	"    4"	"   49"	"  45"	"    6"	"   1"	"   12"	"   28"	"  43"	"   1"	"  89"	"   4"	"   3"	"  32"	" 270"	" 241"	" 171"	" 399"	" 120"	"  22"	"k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae;g__Candidatus Solibacter"
"650"	"   43"	" 110"	" 132"	"  96"	"  33"	"   5"	"  32"	"  115"	"   19"	"    7"	"   14"	"  27"	"  15"	"   6"	"   20"	"   12"	"   3"	"   24"	"  16"	"    3"	"   23"	"  14"	"  29"	"   7"	" 120"	" 114"	"  81"	"  11"	"  24"	"   9"	"  10"	"   7"	"  73"	"k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__VerrucomicrobialesOR;g__VerrucomicrobialesOR"
"653"	"    0"	"  17"	"   9"	"   6"	"  54"	"  24"	"  44"	"    5"	"    3"	"    1"	"    1"	"   2"	"   2"	"   4"	"    0"	"    4"	"   5"	"    6"	"   0"	"    1"	"    3"	"   3"	"   2"	"   7"	"  10"	"   6"	"   7"	"  30"	"  26"	"  39"	"  70"	"  15"	"   6"	"k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae;g__Candidatus Solibacter"
"654"	"   33"	"   1"	"   0"	"   0"	"   4"	"   3"	"   1"	"   14"	"    0"	"   91"	"    7"	"   3"	"   1"	" 236"	" 1126"	"   40"	"   0"	"   87"	"  35"	"   20"	"  454"	" 193"	"  62"	"  26"	"  13"	"   1"	"   0"	"  35"	"  24"	"  39"	"  13"	"  37"	"   0"	"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Symbiobacteriaceae;g__SymbiobacteriaceaeFA"
"656"	"   46"	"  67"	"  13"	"  23"	"   8"	"   1"	"   0"	"    4"	"   32"	"   20"	"   77"	" 272"	" 238"	"   0"	"    3"	"   10"	"   3"	"   25"	"  12"	"    5"	"    1"	"  15"	"  17"	"  51"	"  46"	"  40"	"  74"	"   3"	"   8"	"   3"	"   3"	"   0"	"  76"	"k__Bacteria;p__Acidobacteria;c__iii1-8;o__32-20;f__32-20OR;g__32-20OR"
"661"	"    6"	"   7"	"  12"	"   8"	" 136"	" 438"	" 195"	"   36"	"    3"	"    1"	"    2"	"   2"	"   1"	"  14"	"   34"	"    5"	"   7"	"    1"	"   1"	"    5"	"    9"	"   0"	"   0"	"  25"	"   6"	"  11"	" 137"	" 267"	" 174"	"  30"	" 313"	"  88"	"   4"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__RhodospirillaceaeFA"
"665"	"   33"	"  16"	"  16"	"  28"	" 166"	"  99"	" 161"	"   66"	"    4"	"    3"	"    6"	"   8"	"   3"	"   7"	"    2"	"   42"	"  39"	"    4"	"   3"	"    9"	"   26"	"  39"	"   4"	"  94"	"  14"	"  12"	"  30"	" 204"	" 117"	" 223"	" 233"	" 269"	"  22"	"k__Bacteria;p__Acidobacteria;c__AcidobacteriaPH;o__AcidobacteriaPH;f__AcidobacteriaPH;g__AcidobacteriaPH"
"666"	"  123"	"  52"	"  84"	"  58"	"   2"	"   5"	"   0"	"    4"	"   83"	"   34"	"  109"	" 141"	" 165"	"   2"	"    3"	"    2"	"   0"	"  372"	"  49"	"   11"	"   28"	"   1"	"  48"	"   0"	"  56"	" 100"	" 105"	"   3"	"   0"	"   2"	"   1"	"   1"	" 101"	"k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__KtedonobacteriaCL;f__KtedonobacteriaCL;g__KtedonobacteriaCL"
"668"	"   46"	"  52"	"  21"	"  38"	"  92"	"  68"	"  75"	"   89"	"    9"	"   17"	"   19"	"  12"	"   8"	"  48"	"    9"	"   70"	" 185"	"    3"	"   1"	"   19"	"   33"	" 105"	"   5"	" 139"	"  43"	"  38"	"  35"	" 122"	" 147"	"  62"	"  79"	" 112"	"  59"	"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__SyntrophobacteraceaeFA"
"669"	"   24"	" 137"	" 106"	" 114"	"   6"	"   1"	"   5"	"   32"	"   15"	"   31"	"    4"	"  65"	"  64"	"   2"	"    5"	"    4"	"  11"	"   28"	"  10"	"    8"	"   13"	"   1"	"  13"	"   4"	"  88"	"  88"	" 126"	"   2"	"  11"	"   1"	"   4"	"   1"	"  70"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__AlphaproteobacteriaCL;f__AlphaproteobacteriaCL;g__AlphaproteobacteriaCL"
"670"	"   74"	"  66"	" 115"	" 141"	" 113"	"   8"	"  87"	"  127"	"   14"	"    5"	"   27"	"  14"	"  14"	"  11"	"   14"	"   33"	"  11"	"    1"	"   5"	"    4"	"   23"	"  35"	"   5"	"  19"	"  78"	"  71"	"  67"	"  43"	"  61"	"  41"	"  46"	" 120"	"  84"	"k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__VerrucomicrobialesOR;g__VerrucomicrobialesOR"
"671"	"   58"	"  73"	"  74"	"  57"	"   4"	"   4"	"   0"	"    1"	"  126"	"   70"	"   92"	" 242"	" 210"	"   1"	"    7"	"   11"	"   1"	"   38"	"  98"	"  113"	"    7"	"   0"	" 142"	"   0"	"  29"	"  41"	"  45"	"   0"	"   0"	"   0"	"   0"	"   1"	"  49"	"k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__KtedonobacteriaCL;f__KtedonobacteriaCL;g__KtedonobacteriaCL"
"672"	"   15"	" 116"	" 117"	"  97"	"  30"	"   8"	"  20"	"   50"	"   31"	"    8"	"    7"	"  73"	"  63"	"   2"	"    3"	"    5"	"   8"	"   11"	"  17"	"    3"	"    6"	"   1"	"  17"	"   3"	"  68"	"  52"	"  75"	"  14"	"  40"	"  12"	"   7"	"  10"	"  94"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__RhodospirillaceaeFA"
"674"	"    0"	"   1"	"   1"	"   0"	"   0"	"   0"	"   0"	"    0"	"  672"	"  282"	"  337"	" 136"	" 127"	"  30"	"   13"	"   57"	"   0"	"    7"	"  60"	"   48"	"   14"	"  12"	"  40"	" 142"	"   0"	"   0"	"   0"	"   0"	"   0"	"   0"	"   0"	"   0"	"   0"	"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales"
"677"	"   38"	"  19"	"  46"	"  47"	"   6"	"   2"	"   0"	"    3"	"  149"	"   61"	"   86"	" 142"	" 127"	"   2"	"    2"	"    5"	"  17"	"   32"	"  74"	"  278"	"   15"	"   2"	"  94"	"   7"	"  41"	"  17"	"  20"	"   0"	"   2"	"   0"	"   1"	"   0"	"  33"	"k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Frankiaceae;g__FrankiaceaeFA"
"678"	"  101"	"  38"	"  19"	"  38"	"  18"	"   8"	"   5"	"    9"	"   75"	"   80"	"  100"	" 101"	"  85"	"  29"	"   61"	"   86"	"  15"	"   53"	"  57"	"   93"	"   84"	"  78"	"  74"	"  62"	"  48"	"  47"	"  48"	"  27"	"  18"	"   8"	"   2"	"   9"	"  81"	"k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__ActinomycetalesOR;g__ActinomycetalesOR"
"683"	"    5"	"   2"	"   8"	"   1"	"  54"	"   6"	"  58"	"  136"	"   11"	"    2"	"    5"	"   5"	"   5"	" 169"	"   54"	"  106"	" 163"	"   10"	"   1"	"    9"	"  183"	" 552"	"   0"	" 129"	"   1"	"   1"	"   3"	" 117"	" 213"	" 101"	" 217"	" 148"	"   2"	"k__Bacteria;p__Chlamydiae;c__Chlamydiae (class);o__Chlamydiales;f__Rhabdochlamydiaceae;g__Candidatus Rhabdochlamydia"
"684"	"    0"	"   0"	"   0"	"   0"	"   0"	"   0"	"   0"	"    0"	"    0"	"    0"	" 1174"	"  14"	"   1"	"   0"	"   14"	"    0"	"   0"	"    0"	"   1"	"    0"	"    0"	"   0"	"   1"	"   1"	"   0"	"   0"	"   0"	"   0"	"   0"	"   1"	"   0"	"   0"	"   1"	"k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__SphingobacterialesOR;g__SphingobacterialesOR"
"687"	"   24"	"  83"	"  48"	" 105"	"  15"	"  11"	"  19"	"   43"	"   22"	"   24"	"   24"	"  50"	"  49"	"   2"	"    0"	"    5"	"  23"	"   14"	"  12"	"    2"	"    4"	"   1"	"  12"	"   5"	"  70"	"  78"	"  77"	"  13"	"  19"	"  13"	"  14"	"   5"	"  50"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__AlphaproteobacteriaCL;f__AlphaproteobacteriaCL;g__AlphaproteobacteriaCL"
"691"	"    1"	"   4"	"   7"	"   1"	" 167"	" 289"	" 157"	"    9"	"    3"	"    0"	"    0"	"   0"	"   1"	"   6"	"   10"	"    6"	"   0"	"   11"	"   1"	"    8"	"   16"	"   0"	"   0"	"  50"	"   3"	"   2"	"   9"	" 268"	" 289"	" 217"	" 540"	" 253"	"   5"	"k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae;g__Candidatus Solibacter"
"692"	"   70"	"  59"	"  54"	"  98"	"   2"	"   1"	"   0"	"    6"	"   76"	"   26"	"  108"	" 220"	" 225"	"   3"	"    4"	"    3"	"   0"	"   52"	"  72"	"   20"	"    4"	"   0"	"  86"	"   0"	"  20"	"  36"	"  61"	"   0"	"   0"	"   0"	"   0"	"   0"	"  78"	"k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__MC47;f__MC47OR;g__MC47OR"
"693"	"   29"	"  71"	"  81"	"  83"	"   3"	"   3"	"   3"	"    8"	"   40"	"    7"	"   39"	"  81"	"  69"	"   0"	"    0"	"    4"	"   9"	"   11"	"  21"	"   11"	"    0"	"   2"	"  16"	"   1"	"  70"	"  59"	"  42"	"   2"	"   2"	"   2"	"   0"	"   1"	"  56"	"k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__MC47;f__MC47OR;g__MC47OR"
"695"	"   92"	"  19"	" 132"	"  35"	"   2"	"  13"	"   2"	"    4"	"   72"	"  271"	"   34"	" 134"	" 131"	"   8"	"   30"	"   44"	"   8"	"  246"	"  97"	"   34"	"   39"	"   6"	" 100"	"   0"	"  16"	" 165"	"  31"	"   3"	"   0"	"   0"	"   5"	"   0"	"  49"	"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Alicyclobacillus"
"697"	"    6"	" 180"	" 185"	" 137"	"  24"	"   6"	"  51"	"   32"	"   20"	"   10"	"    8"	"  23"	"  19"	"   4"	"    2"	"    8"	"   2"	"   50"	"  65"	"    5"	"    7"	"   3"	"  59"	"   2"	"  95"	"  67"	"  14"	"  14"	"  20"	"   8"	"   8"	"  12"	"  51"	"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae;g__HaliangiaceaeFA"
"699"	"    0"	"   3"	"   1"	"   0"	"   0"	"   0"	"   0"	"    0"	"    1"	"    1"	"    0"	" 193"	" 204"	"   0"	"    0"	"    0"	"   0"	"   13"	"   1"	"    0"	"    0"	"   1"	"   2"	"   1"	"   0"	"   1"	"   0"	"   0"	"   0"	"   0"	"   0"	"   0"	"   0"	"k__Bacteria;p__Chloroflexi;c__SOGA31;o__SOGA31CL;f__SOGA31CL;g__SOGA31CL"
"704"	"    0"	"   0"	"   0"	"   0"	"   0"	"   0"	"   0"	"    0"	"    7"	"    3"	" 1191"	"  17"	"   0"	"   0"	"   16"	"    1"	"   0"	"    4"	"   0"	"   60"	"    0"	"   0"	"   0"	"   1"	"   0"	"   0"	"   1"	"   0"	"   0"	"   0"	"   1"	"   0"	"   0"	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes (class);o__Gemmatimonadales;f__Gemmatimonadaceae;g__GemmatimonadaceaeFA"
"709"	"   53"	"  27"	"  59"	"  40"	"  26"	"   6"	"  15"	"   32"	"   51"	"   34"	"   61"	"  77"	"  65"	"  21"	"   18"	"   76"	"  24"	"   68"	"  53"	"   14"	"   23"	"  54"	"  40"	" 130"	"  21"	"  45"	"  44"	"  93"	" 108"	"  95"	"  26"	"  73"	"  32"	"k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae;g__Candidatus Solibacter"
"710"	"   40"	"  14"	"  25"	"  12"	"   0"	"   6"	"   1"	"    0"	"   67"	"  425"	"   73"	" 165"	" 155"	"  13"	"   12"	"   12"	"   0"	"  297"	"  83"	"   21"	"   45"	"   2"	"  88"	"   1"	"  53"	"  53"	"  14"	"   0"	"   2"	"   0"	"   0"	"   0"	"  24"	"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Alicyclobacillus"
"712"	"    0"	"   0"	"   0"	"   0"	"   0"	"   4"	"   0"	"    0"	"    0"	"    0"	"    0"	"   0"	"   0"	"  12"	"  577"	"    1"	"   4"	"   12"	"   1"	"    0"	"   12"	"   4"	"   0"	"   1"	"   0"	"   1"	"   0"	"   3"	"   1"	"   3"	"   5"	"   3"	"   0"	"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__RuminococcaceaeFA"
"713"	"   47"	"   2"	"   2"	"  14"	"  53"	"1125"	" 128"	"   27"	"    2"	"    0"	"    0"	"   1"	"   0"	"  15"	"   13"	"    9"	" 107"	"    6"	"   0"	"    3"	"    5"	"  23"	"   1"	"  10"	"  27"	"  12"	"  22"	" 133"	"  70"	"  92"	" 284"	" 132"	"  12"	"k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae;g__Candidatus Solibacter"
"716"	"   35"	"  66"	"  88"	"  59"	"  62"	"  41"	"  43"	"   80"	"   35"	"   16"	"   15"	"  35"	"  29"	"  11"	"   12"	"   23"	"  26"	"   23"	"  19"	"   17"	"   40"	"  12"	"  14"	" 155"	"  54"	"  80"	"  77"	"  72"	"  94"	"  77"	"  63"	"  51"	"  68"	"k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae;g__Candidatus Solibacter"
"718"	"  100"	" 120"	" 212"	" 164"	"  58"	"   9"	"  17"	"   19"	"   10"	"   11"	"   43"	"  20"	"  23"	"   3"	"    0"	"    9"	"  10"	"   19"	"  12"	"    3"	"    6"	"   4"	"  13"	"   0"	"  70"	" 173"	" 115"	"  24"	"  14"	"   5"	"   0"	"   1"	" 118"	"k__Bacteria;p__Verrucomicrobia;c__Spartobacteria;o__Spartobacteriales;f__Spartobacteriaceae;g__MC18"
"719"	"    7"	"  68"	"  51"	"  83"	"   8"	"   0"	"   5"	"   16"	"    2"	"    1"	"    6"	"   4"	"   7"	"   0"	"    0"	"    0"	"   0"	"   11"	"   2"	"    1"	"    0"	"   0"	"   1"	"   1"	"   5"	"  56"	"  38"	"   0"	"   2"	"   0"	"   0"	"   0"	"  33"	"k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__SphingobacterialesOR;g__SphingobacterialesOR"
"720"	"  108"	"  37"	"  61"	"  38"	"   9"	"   7"	"   3"	"    1"	"   59"	"   40"	"   63"	" 162"	"  97"	"   4"	"   11"	"   19"	"   0"	"  450"	"  91"	"   17"	"   16"	"  22"	" 106"	"   0"	"  33"	"  81"	"  65"	"   6"	"  17"	"  10"	"   0"	"   0"	"  97"	"k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__PhycisphaeraeCL;f__PhycisphaeraeCL;g__PhycisphaeraeCL"
"722"	"  136"	"  52"	"  66"	"  57"	"  15"	"  13"	"  16"	"   55"	"   49"	"   17"	"   63"	"  55"	"  64"	"  25"	"    9"	"   26"	" 383"	"   21"	"  67"	"   20"	"   25"	"  35"	"  55"	"  39"	" 101"	"  72"	"  53"	"  20"	"  36"	"  18"	"   8"	"  12"	"  89"	"k__Bacteria;p__WPS-2;c__WPS-2PH;o__WPS-2PH;f__WPS-2PH;g__WPS-2PH"
"723"	"   17"	"  13"	"  70"	"  63"	"   9"	"  19"	"  31"	"    8"	"   11"	"    6"	"    9"	"   3"	"   6"	"   4"	"    0"	"    0"	"  16"	"   25"	"  15"	"    8"	"   12"	"   3"	"  10"	"  31"	"  11"	"  43"	"  24"	"  10"	"  13"	"  15"	"  13"	"  11"	"  25"	"k__Bacteria;p__Chlamydiae;c__Chlamydiae (class);o__Chlamydiales;f__ChlamydialesOR;g__ChlamydialesOR"
