KO	R2A_A_D1	R2A_A_D2	R2A_B_D1	R2A_B_D2	R2A_C_D1	R2A_C_D2	SF2_A_D1	SF2_A_D2	SF2_B_D1	SF2_B_D2	SF2_C_D1	SF2_C_D2	R1_A_D1	R1_A_D2	R1_B_D1	R1_B_D2	R1_C_D1	R1_C_D2	R2_A_D1	R2_A_D2	R2_B_D1	R2_B_D2	R2_C_D1	R2_C_D2
K12473	3.4744	4.3512	4.4565	4.4686	4.4648	3.5305	4.4846	4.384	4.4686	4.4666	4.0847	4.4686	3.5887	3.5887	3.5696	3.5887	3.5887	4.2529	4.112	3.7068	4.0737	3.2501	3.5696	3.631
K12475	3.4744	3.4898	3.5612	3.5696	3.567	3.5305	3.5807	3.5117	3.5696	3.5682	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	3.5505	3.6643	3.5696	3.631
K12476	3.4744	3.4898	4.4565	4.099	4.0955	3.5305	4.1137	4.658	4.7449	3.5682	4.9452	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	3.5505	4.4283	3.5696	3.631
K12478	3.4744	3.4898	3.5612	3.5696	3.567	3.5305	3.5807	3.5117	3.5696	3.5682	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	3.5505	3.2501	4.099	3.631
K12479	5.1408	4.3512	4.088	4.099	4.741	3.5305	5.153	4.384	3.5696	4.9591	3.5587	4.099	3.5887	3.5887	4.099	4.1241	4.1241	3.688	6.4007	4.6596	4.0737	3.9738	4.4686	4.1794
K12481	3.4744	3.4898	3.5612	3.5696	3.567	3.5305	3.5807	3.5117	3.5696	3.5682	4.0847	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	3.5505	3.2501	3.5696	3.631
K12482	3.4744	3.4898	3.5612	3.5696	4.0955	3.5305	3.5807	3.5117	3.5696	3.5682	4.0847	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	3.5505	3.2501	3.5696	3.631
K12483	4.8158	3.4898	5.6021	5.4086	4.0955	3.5305	4.4846	5.0504	5.1368	4.9591	5.3931	4.4686	3.5887	3.5887	4.4686	3.5887	4.1241	4.2529	6.5973	4.2767	4.7165	5.593	4.4686	5.3694
K12484	3.4744	3.4898	3.5612	3.5696	3.567	3.5305	3.5807	3.5117	3.5696	3.5682	3.5587	4.4686	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	3.5505	3.6643	3.5696	3.631
K12486	4.3281	4.8399	5.2713	4.4686	5.4048	4.4116	3.5807	4.384	4.099	4.0971	5.1209	5.6138	5.8037	4.7729	4.099	4.1241	3.5887	4.2529	6.4711	4.2767	4.9328	4.2224	5.5175	4.1794
K12487	3.4744	3.4898	3.5612	4.099	4.0955	4.0472	3.5807	3.5117	3.5696	3.5682	3.5587	3.5696	4.1241	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	3.5505	3.2501	3.5696	5.4934
K12488	3.4744	3.4898	3.5612	4.7449	4.0955	4.0472	3.5807	3.5117	3.5696	4.0971	3.5587	4.099	4.1241	3.5887	3.5696	4.1241	4.1241	3.688	4.112	3.7068	3.5505	3.6643	3.5696	3.631
K12489	4.9924	5.5866	4.4565	4.099	4.0955	4.6865	3.5807	5.1981	4.9612	4.7428	5.5987	3.5696	3.5887	4.1241	5.1368	3.5887	4.496	3.688	6.4711	4.2767	4.7165	3.9738	4.4686	4.1794
K12490	3.4744	3.9928	3.5612	3.5696	3.567	3.5305	3.5807	3.5117	3.5696	3.5682	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	3.5505	3.2501	3.5696	3.631
K12491	3.4744	3.4898	3.5612	3.5696	3.567	3.5305	3.5807	3.5117	3.5696	3.5682	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	4.2767	3.5505	3.2501	3.5696	4.5558
K12492	3.9721	4.8399	4.088	4.099	4.0955	4.0472	4.1137	4.384	3.5696	4.7428	4.7288	4.099	3.5887	3.5887	3.5696	3.5887	4.1241	3.688	6.4711	4.2767	4.4409	4.4283	3.5696	4.5558
K12493	3.4744	4.3512	4.4565	4.099	3.567	4.4116	4.9775	3.5117	3.5696	3.5682	4.4529	3.5696	3.5887	3.5887	3.5696	3.5887	4.7729	3.688	6.5973	4.6596	3.5505	3.6643	3.5696	4.1794
K12494	3.4744	3.4898	3.5612	3.5696	3.567	3.5305	4.4846	3.5117	3.5696	3.5682	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	3.5505	3.2501	3.5696	3.631
K12495	3.4744	3.4898	3.5612	3.5696	3.567	3.5305	4.1137	3.5117	4.099	3.5682	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	4.0737	3.6643	3.5696	3.631
K12496	3.4744	3.4898	4.088	3.5696	3.567	3.5305	3.5807	3.5117	3.5696	3.5682	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	3.5505	3.2501	3.5696	3.631
K12497	3.4744	3.4898	4.088	3.5696	3.567	3.5305	3.5807	3.5117	3.5696	3.5682	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	3.5505	3.2501	3.5696	3.631
K12500	6.9234	6.2407	6.3391	7.3335	6.6376	7.9772	7.572	7.5046	7.9113	7.8339	7.6591	7.4803	6.5796	6.2532	6.7208	5.3106	6.5165	5.3014	4.112	5.5922	6.9775	6.4729	7.4689	6.7225
K12501	4.3281	3.9928	4.088	4.099	3.567	3.5305	4.7613	4.384	5.1368	3.5682	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	4.2767	4.0737	4.8803	4.099	4.1794
K12502	4.9924	5.4018	5.1246	5.6999	4.0955	5.4618	3.5807	4.0222	4.099	3.5682	4.4529	3.5696	4.496	4.7729	6.0856	4.7729	4.496	3.688	4.112	4.2767	6.11	3.6643	6.6412	3.631
K12503	7.9784	7.6039	7.5856	7.9113	8.0174	8.4188	5.7151	7.7124	6.3113	6.456	6.5395	8.6513	7.2623	6.9916	7.6462	7.4839	6.7716	6.7954	5.1511	6.2072	6.768	7.574	6.6131	7.2742
K12504	3.4744	3.4898	3.5612	3.5696	3.567	4.9027	3.5807	3.5117	3.5696	3.5682	4.0847	3.5696	3.5887	4.1241	3.5696	3.5887	3.5887	3.688	4.112	4.2767	3.5505	3.6643	4.4686	3.631
K12505	3.4744	3.4898	3.5612	4.099	3.567	3.5305	3.5807	3.5117	3.5696	3.5682	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	3.5505	3.2501	3.5696	3.631
K12506	9.6368	9.6071	9.6981	9.361	9.8753	9.8688	8.8671	8.9719	9.2433	9.1826	9.1525	8.8649	9.6706	9.6286	10.269	10.055	9.3467	9.5826	6.7592	8.4739	9.5748	10.029	9.6771	9.3931
K12507	7.6729	8.3639	8.3017	8.1834	8.5835	8.2409	7.9343	8.0113	8.0903	8.1358	8.0624	7.8966	7.4239	7.3988	7.5772	7.4239	7.5402	6.9958	4.7594	6.634	7.3456	7.6906	7.236	6.9444
K12508	9.0905	9.4711	9.4625	9.0835	9.5104	9.2996	8.0817	8.2749	8.3669	8.3694	8.2781	8.1609	8.2654	8.2494	8.4038	8.4855	8.1178	7.9903	6.4007	7.6291	8.1215	8.3702	8.1262	8.1652
K12510	10.513	10.264	10.141	9.8376	10.296	10.027	9.764	9.9063	9.913	9.8542	9.8644	9.7198	9.8651	9.9931	10.399	10.141	9.5484	9.8518	7.8098	8.7583	9.7309	10.271	9.7454	9.6935
K12511	10.423	10.228	10.231	9.8271	10.285	10.037	9.5968	9.8317	9.8286	9.722	9.7647	9.5519	9.8636	9.8285	10.352	10.173	9.6532	9.9017	7.591	8.8448	9.6818	10.193	10.002	9.6899
K12512	3.4744	3.9928	3.5612	3.5696	3.567	3.5305	3.5807	4.0222	3.5696	3.5682	3.5587	4.099	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	3.5505	3.2501	3.5696	3.631
K12513	3.9721	3.4898	3.5612	3.5696	3.567	3.5305	3.5807	3.5117	3.5696	3.5682	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	3.5505	3.2501	3.5696	3.631
K12514	3.4744	3.9928	3.5612	4.4686	3.567	3.5305	3.5807	3.5117	3.5696	3.5682	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	3.5505	3.2501	3.5696	3.631
K12515	3.4744	3.4898	3.5612	3.5696	4.4648	3.5305	3.5807	3.5117	3.5696	3.5682	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	3.5505	3.2501	3.5696	3.631
K12516	3.9721	3.4898	4.4565	4.4686	4.0955	3.5305	3.5807	3.5117	3.5696	4.0971	4.7288	4.099	4.1241	3.5887	4.099	5.1644	3.5887	3.688	4.112	5.1532	3.5505	3.9738	4.099	3.631
K12524	10.486	10.138	10.227	9.9617	10.137	10.092	10.189	10.304	10.353	10.402	10.312	10.33	11.187	11.054	10.84	11.065	10.625	10.309	7.2786	9.259	10.587	10.298	10.738	10.328
K12525	6.0515	6.0734	5.8378	5.9148	6.3078	4.6865	5.4243	4.8741	5.5175	5.776	5.8345	5.6138	5.3106	5.3106	4.4686	4.7729	4.496	3.688	4.112	4.6596	4.4409	4.2224	4.7449	4.1794
K12526	9.4661	9.3447	9.5497	8.9677	9.3855	8.9067	9.2574	9.4085	9.1874	9.1802	8.9217	9.3941	9.7213	9.6286	9.8671	9.6671	9.8208	9.6119	5.4225	8.0069	8.9754	8.9934	9.4441	8.6563
K12527	8.7011	8.241	8.3867	8.7084	8.3536	8.6743	9.7021	9.7284	9.9088	9.738	9.6692	9.1968	8.601	8.557	8.5562	8.5691	8.5651	7.9071	6.8972	8.0993	9.0313	8.7011	8.9449	8.7372
K12528	8.8618	8.7913	8.6565	8.7014	8.7008	8.904	9.4455	9.5029	9.5591	9.3937	9.5525	9.0469	7.3988	7.6038	7.5353	7.3731	7.4115	5.4455	5.928	7.782	7.7271	7.3103	7.5565	7.0482
K12529	6.9409	6.3812	6.0744	5.2834	6.1321	7.136	7.1749	7.1972	7.1753	7.0744	7.1285	6.5841	6.1609	5.8748	5.4086	6.2959	4.9891	3.688	5.6274	5.7933	5.2557	5.2697	5.4086	4.8337
K12530	5.3785	5.2913	4.7325	5.1368	4.741	4.0472	3.5807	3.5117	3.5696	4.4666	4.4529	4.099	3.5887	4.1241	4.099	4.1241	3.5887	3.688	4.7594	3.7068	4.4409	3.9738	4.7449	4.5558
K12531	4.9924	5.2913	5.2713	4.4686	4.0955	4.0472	3.5807	4.658	4.4686	3.5682	4.0847	3.5696	4.1241	3.5887	4.4686	4.1241	4.496	3.688	4.112	4.2767	4.9328	3.9738	4.099	3.631
K12532	3.9721	3.4898	4.088	4.099	4.0955	4.0472	4.1137	4.384	3.5696	3.5682	4.4529	4.099	4.1241	4.1241	4.4686	4.1241	3.5887	4.2529	4.112	4.2767	4.0737	3.2501	3.5696	3.631
K12533	3.9721	4.3512	3.5612	3.5696	4.741	4.0472	3.5807	3.5117	3.5696	3.5682	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	4.2767	3.5505	3.6643	3.5696	3.631
K12534	4.8158	3.4898	4.088	4.099	3.567	3.5305	3.5807	3.5117	3.5696	3.5682	3.5587	3.5696	3.5887	3.5887	5.1368	3.5887	3.5887	3.688	4.112	3.7068	4.0737	3.2501	5.1368	3.631
K12535	4.6001	3.4898	4.088	3.5696	3.567	4.0472	3.5807	3.5117	3.5696	3.5682	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	3.5505	3.2501	3.5696	3.631
K12536	7.9607	8.0588	8.3308	7.3596	8.0926	7.1956	7.3084	6.9951	7.385	7.2629	7.0438	6.7208	7.9163	8.0484	8.7257	8.0549	7.9013	7.2847	5.1511	7.4032	8.2303	8.0166	8.4526	8.0813
K12537	5.4764	6.2407	5.7665	4.4686	5.133	3.5305	4.4846	4.8741	5.2834	4.7428	4.7288	4.099	3.5887	4.1241	4.4686	4.496	7.0849	3.688	4.7594	4.9383	3.5505	3.9738	4.4686	4.1794
K12538	5.1408	5.8652	5.1246	4.4686	6.0289	5.7239	5.533	5.1981	5.1368	5.1347	4.7288	4.4686	3.5887	3.5887	4.099	4.7729	4.9891	3.688	4.7594	3.7068	4.0737	3.2501	3.5696	4.1794
K12539	5.9002	5.8038	5.9035	5.4086	6.3078	5.6454	4.4846	5.0504	3.5696	3.5682	5.5023	5.1368	4.1241	3.5887	5.4086	4.1241	3.5887	3.688	4.112	4.2767	4.7165	4.2224	4.099	4.1794
K12540	3.4744	4.624	4.088	3.5696	4.4648	4.6865	3.5807	4.0222	4.4686	3.5682	4.0847	3.5696	3.5887	3.5887	3.5696	4.1241	4.1241	4.2529	4.112	3.7068	3.5505	3.2501	3.5696	3.631
K12541	9.5796	9.7368	9.8103	9.1634	9.8268	9.1168	9.4888	9.2167	9.586	9.3502	9.1692	8.5952	9.859	9.9051	10.105	10.187	9.4309	9.6467	7.3339	8.9328	9.6276	10.151	9.5931	9.7221
K12542	8.9704	9.0974	9.2382	8.5952	9.2274	8.6505	8.842	8.7565	9.1215	8.6158	8.936	8.2323	9.6233	9.4186	9.6468	9.7703	9.1605	9.3629	6.7592	8.3297	9.1022	9.8094	9.2859	9.2393
K12543	8.8404	8.8878	9.1373	8.5282	9.1021	8.7367	8.7702	8.7193	8.91	8.6673	8.695	8.2162	9.5218	9.2661	9.5336	9.6809	9.004	8.9296	7.4112	8.1425	9.0698	9.583	9.2455	8.9581
K12544	5.643	5.0165	4.088	4.4686	4.741	4.4116	4.7613	5.1981	5.1368	4.0971	4.0847	4.7449	7.7011	7.8146	7.7542	7.3599	7.6729	7.8808	7.0175	6.4027	7.3951	7.88	7.6744	7.2586
K12545	3.4744	3.4898	3.5612	3.5696	3.567	3.5305	3.5807	3.5117	3.5696	3.5682	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	4.0737	3.2501	3.5696	3.631
K12546	3.9721	3.9928	4.088	3.5696	3.567	3.5305	3.5807	3.5117	3.5696	4.0971	3.5587	4.099	3.5887	3.5887	3.5696	4.1241	3.5887	3.688	4.112	3.7068	3.5505	3.2501	3.5696	3.631
K12547	3.4744	3.4898	3.5612	4.7449	3.567	4.6865	3.5807	4.384	4.7449	4.0971	4.0847	3.5696	3.5887	4.1241	3.5696	3.5887	5.1644	4.9129	4.112	3.7068	4.0737	4.7508	4.7449	3.631
K12548	3.4744	3.4898	4.088	3.5696	3.567	3.5305	3.5807	3.5117	3.5696	3.5682	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	3.5505	3.2501	3.5696	3.631
K12549	8.1889	7.8017	8.2253	7.004	7.3938	7.2915	8.227	7.6006	7.7196	7.3047	7.9858	7.1271	6.2532	6.6096	8.1321	7.8063	6.2083	6.8229	6.4711	6.5631	6.9392	7.2705	6.4579	6.4306
K12551	3.4744	3.4898	3.5612	4.099	3.567	3.5305	4.1137	3.5117	3.5696	3.5682	4.0847	4.099	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	3.5505	3.2501	3.5696	4.1794
K12552	3.4744	3.9928	3.5612	4.099	3.567	3.5305	3.5807	3.5117	3.5696	3.5682	3.5587	4.099	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	4.0737	3.9738	3.5696	3.631
K12553	3.4744	3.4898	3.5612	3.5696	5.133	4.4116	3.5807	3.5117	4.099	3.5682	3.5587	3.5696	4.1241	3.5887	4.7449	3.5887	4.7729	3.688	4.112	3.7068	3.5505	3.2501	3.5696	4.1794
K12554	3.4744	3.4898	3.5612	3.5696	3.567	3.5305	3.5807	4.0222	3.5696	3.5682	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	3.5505	3.2501	3.5696	3.631
K12555	7.2727	7.4311	7.5956	7.5246	7.3688	7.0217	7.0378	7.4528	7.1753	7.1734	7.1603	7.293	6.4129	6.7716	6.9049	6.9515	6.4488	5.4455	7.3604	7.5425	6.9392	6.7654	6.183	6.6651
K12556	3.4744	3.4898	3.5612	3.5696	3.567	4.0472	3.5807	3.5117	3.5696	3.5682	3.5587	3.5696	3.5887	4.1241	3.5696	3.5887	3.5887	3.688	4.112	3.7068	3.5505	3.6643	3.5696	3.631
K12559	3.4744	3.9928	4.4565	4.4686	4.0955	4.0472	4.4846	3.5117	3.5696	3.5682	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	4.1241	3.688	7.1241	3.7068	4.0737	4.602	3.5696	3.631
K12561	3.9721	3.4898	3.5612	3.5696	3.567	4.0472	3.5807	3.5117	3.5696	3.5682	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	3.5505	3.2501	3.5696	3.631
K12562	3.4744	3.9928	4.088	3.5696	3.567	4.0472	3.5807	3.5117	3.5696	3.5682	4.4529	3.5696	3.5887	3.5887	3.5696	3.5887	4.1241	3.688	4.112	4.2767	3.5505	3.6643	3.5696	3.631
K12564	3.4744	3.4898	3.5612	3.5696	3.567	3.5305	3.5807	3.5117	3.5696	3.5682	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	3.5505	3.2501	3.5696	4.1794
K12567	9.0525	9.4419	9.3022	9.1064	8.9087	8.8172	9.1573	9.0222	8.9983	8.9512	9.1501	8.7049	8.0085	7.981	8.0719	8.0993	8.3371	7.5565	7.9033	8.224	8.5231	8.4149	8.2323	8.0813
K12570	3.9721	4.3512	4.4565	3.5696	4.0955	3.5305	4.1137	4.0222	4.4686	4.0971	3.5587	4.099	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	4.2767	3.5505	3.2501	3.5696	3.631
K12571	4.8158	4.624	4.7325	5.1368	4.9573	4.4116	4.4846	4.658	4.099	4.0971	4.0847	4.099	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	7.1571	3.7068	4.9328	5.1871	4.9612	4.8337
K12572	3.9721	3.9928	4.9488	4.7449	4.0955	3.5305	3.5807	4.0222	4.4686	4.0971	4.7288	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	6.7592	3.7068	4.0737	4.602	3.5696	4.1794
K12573	11.766	11.657	11.755	11.452	11.82	11.62	11.388	11.517	11.549	11.6	11.415	11.452	12.36	12.432	12.369	12.426	11.888	11.809	8.7202	12.89	11.887	11.866	12.025	11.604
K12574	10.754	10.593	10.735	10.698	10.829	10.845	10.504	10.782	10.964	11.041	10.862	10.909	11.477	11.467	11.579	11.379	11.049	11.104	8.4093	12.836	11.259	11.284	11.005	10.809
K12580	4.8158	4.3512	4.088	4.4686	3.567	4.4116	4.1137	4.658	4.099	4.0971	5.1209	3.5696	4.1241	3.5887	4.4686	3.5887	3.5887	3.688	4.112	5.1532	4.4409	5.7398	3.5696	4.1794
K12581	4.9924	4.3512	4.9488	5.1368	4.9573	4.6865	4.9775	4.0222	4.7449	4.0971	4.0847	4.099	3.5887	4.496	3.5696	3.5887	4.1241	4.2529	4.7594	3.7068	4.9328	4.602	4.7449	4.5558
K12582	3.9721	3.4898	3.5612	4.4686	3.567	3.5305	4.1137	4.8741	4.4686	4.9591	3.5587	4.7449	5.8748	5.7259	5.1368	4.7729	4.7729	4.6343	4.112	3.7068	5.3813	5.0959	4.099	4.5558
K12583	7.3201	7.4723	7.295	6.7703	7.2469	7.3298	6.3651	6.6152	6.4579	6.6111	6.6265	6.6412	5.1644	6.1609	6.3113	6.0577	5.64	6.0022	5.6274	6.2602	6.2857	6.6623	6.1356	6.6943
K12584	3.9721	3.4898	3.5612	4.099	4.0955	3.5305	4.1137	4.658	3.5696	3.5682	3.5587	4.4686	4.496	3.5887	4.099	4.496	4.1241	3.688	6.6545	3.7068	4.0737	4.602	4.099	5.2241
K12585	8.7542	8.1539	8.0026	7.6172	7.8781	7.5713	8.1245	8.0866	8.4128	8.1757	8.1394	7.7959	7.7285	8.347	7.8892	7.6729	7.1697	7.216	6.5973	7.3881	7.8982	7.8538	8.2162	7.9214
K12586	3.4744	4.8399	4.088	4.9612	4.4648	4.4116	4.4846	5.0504	4.099	5.1347	4.0847	4.7449	3.5887	3.5887	3.5696	4.1241	4.1241	4.2529	6.5973	4.6596	4.7165	5.5376	3.5696	5.3694
K12587	3.4744	3.4898	4.088	3.5696	4.0955	3.5305	3.5807	4.0222	4.099	3.5682	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.7594	3.7068	4.0737	3.9738	3.5696	4.1794
K12589	6.422	7.6717	6.9734	7.7017	6.9814	7.3666	6.9408	7.3634	7.5137	7.6054	7.3445	7.293	7.2623	7.4239	6.8621	6.9309	7.1197	6.2873	6.1488	8.1976	7.8911	7.2946	7.004	7.3046
K12590	3.4744	3.4898	4.088	4.099	3.567	3.5305	3.5807	3.5117	3.5696	3.5682	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	6.4711	3.7068	3.5505	3.9738	3.5696	3.631
K12591	4.6001	3.9928	5.3967	3.5696	4.741	5.0788	3.5807	4.658	4.7449	4.7428	4.7288	4.7449	3.5887	4.496	4.4686	3.5887	4.496	3.688	6.5364	4.9383	4.9328	4.4283	4.9612	4.8337
K12592	3.4744	3.4898	3.5612	3.5696	3.567	3.5305	3.5807	3.5117	3.5696	3.5682	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	4.0737	3.6643	3.5696	3.631
K12597	3.4744	3.4898	3.5612	3.5696	3.567	4.0472	3.5807	3.5117	3.5696	3.5682	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	3.5505	3.2501	3.5696	3.631
K12598	6.0515	6.6347	6.3764	6.3503	5.6101	5.3522	6.0472	5.7691	5.8492	5.8473	6.3731	5.5175	5.4354	5.3106	4.7449	5.1644	5.4354	4.9129	7.4356	6.2602	6.4322	6.2079	5.6999	5.9955
K12599	6.2189	6.3481	6.3764	6.0324	6.0821	6.5877	5.8642	6.5047	5.8492	6.4892	6.2968	5.9148	5.64	5.64	5.8492	5.7259	4.9891	4.2529	7.0899	6.4455	6.2857	6.1548	6.0324	5.3694
K12600	9.6397	10.011	10.049	10.045	10.013	9.8522	10.308	10.278	10.386	10.268	10.357	9.9658	8.987	9.0565	8.9761	9.1679	8.5812	7.8353	7.8098	8.1566	8.8881	8.4971	8.7153	8.4082
K12601	4.3281	3.4898	4.4565	3.5696	3.567	3.5305	3.5807	3.5117	3.5696	4.0971	4.0847	4.099	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	3.5505	3.2501	3.5696	3.631
K12602	5.1408	5.8652	5.6021	5.6138	4.9573	4.4116	5.2993	4.0222	4.099	4.7428	4.7288	4.099	4.1241	4.1241	3.5696	4.1241	4.1241	3.688	4.112	4.9383	3.5505	4.8803	4.099	4.5558
K12603	5.3785	4.3512	5.3967	5.6138	5.2796	4.9027	5.533	5.0504	4.9612	5.2814	5.5023	4.4686	4.496	4.1241	4.4686	4.7729	4.496	3.688	6.8075	5.1532	5.1087	5.593	4.9612	5.0496
K12604	5.3785	5.4018	5.3967	5.6138	5.8456	4.9027	6.1004	5.7691	5.2834	4.9591	5.9002	4.099	3.5887	3.5887	4.099	3.5887	4.496	3.688	7.0544	5.8779	5.5871	6.3502	5.4086	6.1658
K12605	3.4744	4.3512	5.1246	4.7449	3.567	3.5305	4.1137	3.5117	4.099	3.5682	3.5587	3.5696	3.5887	3.5887	4.099	3.5887	3.5887	3.688	7.189	4.2767	4.0737	3.9738	3.5696	4.1794
K12606	3.4744	4.624	4.088	4.4686	3.567	3.5305	4.7613	4.658	4.099	3.5682	3.5587	4.099	3.5887	3.5887	4.7449	3.5887	4.1241	3.688	4.112	3.7068	4.7165	5.6937	4.099	4.8337
K12607	3.9721	3.4898	4.088	4.099	3.567	3.5305	4.1137	3.5117	4.099	4.4666	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	4.2767	4.4409	5.593	4.7449	5.0496
K12608	4.6001	4.3512	4.4565	4.099	5.5138	4.9027	5.533	5.0504	5.1368	5.4066	5.3931	4.099	4.1241	3.5887	4.099	3.5887	4.1241	4.2529	4.7594	4.2767	5.1087	5.5376	3.5696	4.5558
K12609	3.4744	3.4898	3.5612	3.5696	3.567	3.5305	3.5807	3.5117	3.5696	3.5682	3.5587	3.5696	3.5887	3.5887	3.5696	4.496	3.5887	3.688	4.112	3.7068	3.5505	3.2501	3.5696	3.631
K12611	4.3281	3.9928	3.5612	3.5696	3.567	3.5305	3.5807	4.0222	3.5696	4.0971	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	3.5505	3.9738	3.5696	3.631
K12613	5.2678	3.9928	5.2713	4.7449	5.4048	3.5305	3.5807	4.0222	4.4686	4.0971	4.9452	4.4686	3.5887	4.1241	3.5696	3.5887	3.5887	3.688	6.4711	4.2767	4.0737	4.7508	4.7449	5.0496
K12614	3.9721	3.4898	4.4565	4.4686	4.741	4.9027	4.9775	4.384	3.5696	4.7428	4.4529	4.4686	3.5887	3.5887	4.099	3.5887	4.1241	3.688	5.1511	4.2767	4.7165	4.602	4.9612	4.1794
K12616	3.9721	5.0165	4.9488	4.099	3.567	3.5305	4.9775	4.658	4.099	4.7428	4.9452	3.5696	3.5887	3.5887	3.5696	3.5887	4.1241	3.688	4.112	4.2767	4.0737	3.6643	4.099	4.1794
K12617	3.4744	4.624	3.5612	4.099	4.0955	3.5305	3.5807	3.5117	3.5696	3.5682	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	3.5505	4.2224	3.5696	3.631
K12618	6.0965	6.026	5.8378	6.3876	6.3841	5.7239	6.1004	5.8352	5.4086	5.4066	5.7631	4.7449	6.1109	5.1644	5.4086	6.1609	6.0577	6.2873	7.6112	6.1507	6.2857	6.4338	5.9148	5.9302
K12619	5.843	6.9633	6.3001	6.7208	5.8456	5.7239	6.538	6.1919	5.5175	5.698	5.961	4.4686	5.544	5.1644	5.9148	5.8037	5.9403	5.5683	7.0175	4.9383	6.11	6.4136	5.6999	5.8594
K12620	3.4744	3.9928	3.5612	3.5696	3.567	3.5305	3.5807	4.0222	3.5696	4.0971	4.0847	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	4.4409	4.8803	3.5696	3.631
K12621	4.3281	3.4898	3.5612	4.4686	3.567	3.5305	4.7613	3.5117	3.5696	3.5682	4.4529	3.5696	3.5887	3.5887	4.099	3.5887	3.5887	3.688	6.5973	3.7068	3.5505	3.6643	4.099	4.1794
K12622	3.4744	3.9928	4.088	4.4686	3.567	3.5305	4.7613	4.0222	3.5696	3.5682	4.0847	4.099	3.5887	5.544	4.099	3.5887	4.1241	3.688	4.112	4.2767	4.7165	3.6643	3.5696	3.631
K12623	4.3281	3.4898	3.5612	3.5696	3.567	3.5305	3.5807	3.5117	3.5696	3.5682	3.5587	3.5696	3.5887	4.7729	3.5696	3.5887	3.5887	3.688	4.112	3.7068	4.0737	4.8803	3.5696	3.631
