binID	SF2_A_D1	SF2_A_D2	SF2_A_H2O	SF2_B_D1	SF2_B_D2	SF2_B_H2O	SF2_C_D1	SF2_C_D2	SF2_C_H2O	R1_A_D1	R1_A_D2	R1_A_H2O	R1_B_D1	R1_B_D2	R1_B_H2O	R1_C_D1	R1_C_D2	R1_C_H2O	R2A_A_D1	R2A_A_D2	R2A_A_H2O	R2A_B_D1	R2A_B_D2	R2A_B_H2O	R2A_C_D1	R2A_C_D2	R2A_C_H2O	R2_A_D1	R2_A_D2	R2_A_H2O	R2_B_D1	R2_B_D2	R2_B_H2O	R2_C_D1	R2_C_D2	R2_C_H2O	R2_restored_C_black	R2_restored_DShore	R2_restored_H2O
R1_A_D2_metabat.27	2.9603	-0.80956	4.5039	-1.4652	-0.88923	2.8373	1.1318	-0.56368	3.3054	15.299	17.145	8.1473	14.329	14.005	6.4835	12.827	14.046	9.6013	14.473	-0.63435	5.004	0.97537	-2.1874	4.7773	-0.5209	-1.1809	1.532	11.447	7.3941	1.4288	12.175	10.866	4.9293	12.804	14.315	4.9165	15.131	3.0162	1.6795
R1_A_D2_metabat.31	4.933	5.2352	5.6388	3.6242	4.229	7.638	4.375	6.1794	7.7913	16.088	19.295	9.7593	17.589	19.278	7.7971	10.639	12.969	6.3294	3.7975	1.9175	5.6414	2.0545	4.8989	5.881	1.7592	6.1482	6.1784	5.9212	2.1408	2.7119	5.0789	10.927	2.6759	6.6895	6.307	0.13317	7.8343	1.3817	0.83531
R1_A_D2_metabat.36	0.25324	2.2802	0.1754	1.2535	3.1278	1.0769	0.63301	4.5394	0.35204	16.919	16.463	9.8851	14.016	15.68	7.5882	13.688	14.095	10.173	0.8178	-1.6246	-0.38648	1.0873	-0.2404	0.23561	-0.89643	1.1331	0.67172	11.45	7.706	15.399	11.105	11.117	14.311	11.24	11.039	14.536	12.447	1.7447	0.63239
R1_A_D2_metabat.45	-3.7195	-0.23441	0.52577	-1.2741	-0.10842	2.8373	-1.2474	0.087925	3.3699	13.904	14.752	9.8891	12.664	13.229	10.183	10.951	11.435	10.43	-1.0647	-1.2379	0.69054	0.44885	-1.5863	1.9799	-1.8249	-0.9234	0.15354	11.651	7.743	8.2685	9.939	9.7924	8.8265	14.838	13.025	6.9929	9.1155	1.7714	8.7939
R1_A_D2_metabat.48	-6.0473	-3.9884	-5.3854	-5.7342	-5.8604	-3.7912	-3.7547	-3.6565	-3.6542	9.5856	14.816	2.3562	5.7957	9.8266	-0.4978	4.4996	8.9857	-0.63431	-3.8368	-5.2231	-4.8179	-3.9227	-4.676	-4.8691	-5.7775	-5.8453	-8.7324	-2.3922	-2.3787	-4.6891	-2.8297	11.896	-3.2309	-2.7387	3.6922	-2.3	0.87416	-6.2977	-3.6411
R1_A_D2_metabat.50	-4.1059	-4.2791	-4.3662	-5.7342	-3.5034	-2.6431	-4.7259	-1.689	-2.4093	13.907	16.068	6.4905	11.254	16.424	3.2514	11.496	11.164	1.6287	-3.7762	-6.5059	-3.9812	-5.1806	-5.4996	-3.7275	-4.8411	-4.4305	-4.2529	-0.60521	-1.9562	-1.7512	-0.091156	6.7667	1.5983	-0.36105	2.4751	-1.6639	2.3717	-5.9769	4.6933
R1_A_D2_metabat.84	-6.5557	-3.9884	-2.5299	-5.9235	-5.0631	-1.82	-5.3532	-3.8508	-0.64287	10.497	11.431	2.3599	4.9009	9.7203	-0.44743	5.1446	7.8844	6.5889	-4.2555	-4.4907	-2.6718	-2.3936	-2.6485	-4.2656	-5.247	-2.6112	-4.1647	8.9121	3.0027	-2.6604	2.1632	5.5538	-1.4795	-0.027325	2.8567	0.35472	-4.2685	-0.4139	-1.674
R1_A_H2O_concoct.2	-2.4724	-1.5595	6.1974	-2.5702	-2.0124	4.3802	-3.2487	-1.5543	10.313	4.8029	6.1241	22.375	5.0324	2.2359	22.245	3.1084	0.92148	21.434	0.081268	-0.66963	1.3047	-2.8935	-2.1874	1.3186	-2.5937	-2.2546	0.019264	-1.2474	-0.74768	11.682	1.3736	-1.5577	11.076	2.1813	-0.59749	8.2886	-0.81952	-1.1255	7.5081
R1_A_H2O_maxbin.022	-2.7098	-3.2741	-1.7652	-4.7864	-3.779	-0.54887	-3.0431	-4.516	0.85884	0.15047	0.68627	16.402	-1.2517	-0.94325	16.494	0.51691	-1.2947	14.712	-3.2228	-3.0073	-1.7729	-2.7996	-3.9731	-2.0484	-4.5133	-2.9762	-3.0681	-1.1929	1.4913	13.376	-1.4923	-2.2584	12.38	-0.0046724	-1.7909	10.433	-1.5808	-1.1162	7.6759
R1_A_H2O_metabat.14	-4.8158	-2.0963	1.3446	-0.74631	1.2173	0.46208	-3.6133	1.2003	4.4876	-0.71532	-1.3921	20.081	-1.241	-1.3782	20.244	-0.25956	-1.0599	18.713	-1.8249	-2.3478	-0.97508	-3.5294	-5.1794	-1.9799	-3.6121	-3.4407	-2.7057	-1.9118	4.8624	16.617	-2.0845	-2.3494	15.608	-1.8602	-2.8566	15.54	-3.0208	-0.44747	6.8441
R1_A_H2O_metabat.6	2.2623	0.84549	7.7375	0.04736	-0.30073	11.763	1.9898	0.22213	12.371	2.0591	3.2957	19.003	5.5508	1.5479	17.586	4.2247	-0.12297	14.106	1.3049	6.7445	9.0151	2.5488	5.5947	9.5517	1.8146	2.5892	6.7069	-0.21782	0.59166	12.622	-0.65055	-0.52721	11.311	1.9052	-0.6501	9.2431	1.5443	-0.00595	7.73
R1_A_H2O_metabat.8	0.40903	2.0837	6.0075	4.381	6.9267	8.7484	1.8449	7.4882	10.461	6.0273	5.9242	17.834	6.7289	4.3653	18.699	8.2886	7.7201	16.179	-1.1866	1.5625	15.066	1.8939	0.55606	11.305	5.8147	1.0746	9.3185	7.8256	22.084	30.237	9.3838	7.5595	27.555	9.9628	12.286	27.454	5.1259	6.2966	13.731
R1_B_D1_concoct.53	1.0531	1.7808	4.4916	-0.59966	0.89998	2.5891	2.3095	2.5509	1.7786	16.271	16.353	11.885	14.797	14.181	11.018	15.32	14.357	10.962	11.292	3.0064	8.7759	2.4774	0.98097	12.556	0.66588	1.4512	6.5877	9.1282	7.4082	2.3805	13.361	9.9367	7.9738	15.091	10.501	6.3147	17.454	8.9928	1.5282
R1_B_D1_concoct.59	-4.1059	-0.90349	-1.3346	-1.3454	-0.37123	0.9258	-2.6163	-0.76739	0.93484	13.476	14.021	10.061	13.696	13.944	10.271	10.943	11.052	10.313	-1.4714	-2.2252	-1.169	0.038669	-2.1373	1.1142	-2.1312	-2.3657	-0.8415	11.34	7.1879	6.4273	9.887	9.2879	7.9107	14.619	12.16	5.6984	8.388	1.2061	3.6632
R1_B_D1_concoct.89	-0.091216	-0.44431	2.6344	0.054984	0.21642	5.786	-0.47343	0.70444	5.4158	7.064	11.513	9.5304	16.341	10.248	9.9727	7.0313	3.9956	8.0668	1.6981	3.1765	9.1182	0.33557	0.21381	7.85	0.004299	-0.10478	7.2339	5.7408	4.2459	3.6555	11.313	1.5317	5.9497	16.068	3.3849	1.8091	12.298	3.6302	13.974
R1_B_D1_metabat.13	-2.9849	-2.9087	-3.5678	0.15929	2.2162	-0.018112	-1.3589	0.84327	-2.24	17.59	17.941	10.178	15.478	17.428	9.4908	16.761	15.49	9.4598	-0.48289	-1.5963	-1.2853	1.5099	-0.5941	0.2473	-0.33213	-0.46558	-3.3609	9.6102	6.0331	4.8548	12.057	10.047	8.866	14.415	9.2	3.9893	14.087	5.1202	9.1727
R1_B_D1_metabat.16	14.021	15.082	11.456	13.081	11.877	12.085	13.161	11.318	11.665	14.02	12.896	13.008	15.178	13.061	12.159	14.722	14.887	11.046	15.41	14.019	9.6721	13.36	10.932	10.113	11.63	11.047	10.18	11.674	12.529	4.0274	14.504	15.133	7.7365	14.561	11.953	5.5642	15.043	5.9137	17.869
R1_B_D1_metabat.20	7.4974	7.7813	8.0624	6.9435	6.5321	8.0639	7.2032	6.3885	7.6958	16.028	16.172	10.865	16.425	17.233	10.896	16.087	15.802	10.148	13.694	13.517	8.4575	12.688	10.861	10.791	12.444	11.832	11.125	11.741	11.175	4.6741	13.225	13.371	8.9126	15.692	11.468	8.2406	17.072	9.3605	8.2496
R1_B_D1_metabat.28	-2.0759	-1.1955	-1.4516	0.19549	2.4405	2.2847	-0.032077	2.7293	0.72064	18.986	19.749	13.533	18.266	18.884	12.978	18.197	18.455	13.634	0.57742	1.085	0.76029	7.3277	2.7226	2.7899	3.9979	1.472	-0.55144	14.731	12.16	6.0191	15.884	14.982	11.988	18.054	14.447	8.9217	17.976	9.9024	7.2394
R1_B_D1_metabat.29	4.7975	4.6422	4.1444	3.6806	3.9265	4.286	4.082	4.0455	2.6333	17.36	17.293	13.518	16.729	18.022	13.299	17.262	17.817	13.153	4.6501	5.8838	7.1693	8.632	5.7363	6.0672	7.7269	6.4898	4.0966	14.283	13.659	7.0664	15.447	15.912	11.291	16.699	14.673	9.4966	17.434	11.9	4.1405
R1_B_D1_metabat.32	7.2765	7.3911	8.6622	7.6168	6.8296	9.3934	7.2941	6.0058	8.6473	16.192	15.958	10.815	15.306	15.329	10.509	14.857	15.417	10.732	11.764	11.173	9.7041	10.97	9.3068	10.141	9.7476	8.8072	11.188	12.685	11.571	2.0914	12.398	13.913	7.9001	14.336	12.158	6.0599	14.162	7.056	8.1803
R1_B_D1_metabat.38	6.2309	5.9907	5.0663	4.1657	3.8786	3.1002	4.7733	3.1853	2.7435	10.243	10.888	11.564	14.081	14.336	11.205	10.625	11.989	11.928	5.9817	7.3241	7.3786	7.785	6.5824	5.8144	7.8681	7.6829	5.2352	13.408	9.2125	13.664	12.755	12.314	12.985	16.112	11.481	12.415	12.147	7.007	2.0959
R1_B_D1_metabat.40	5.6657	5.664	7.06	5.7057	5.0481	7.5637	5.4531	4.869	6.8174	14.925	15.324	14.55	16.086	15.235	14.654	14.891	13.776	11.56	10.827	10.07	8.6789	9.8605	8.0229	9.0867	9.0335	7.9799	9.6381	8.34	7.1271	3.1863	12.063	9.7588	9.2895	16.283	9.2538	4.0127	13.209	5.099	8.3618
R1_B_D1_metabat.41	3.5195	6.0258	1.7942	6.5594	7.601	2.9553	5.3318	9.2496	2.1558	17.765	17.777	11.36	16.157	17.944	11.045	16.374	16.062	11.025	3.7081	5.7107	1.7377	6.7587	5.0997	3.072	6.5147	5.3913	1.0255	13.676	14.488	2.5829	12.571	15.228	8.8265	14.306	15.057	8.128	16.444	11.15	3.0144
R1_B_D1_metabat.49	1.7133	2.021	0.87873	2.0963	3.8686	0.88673	2.428	2.8889	0.78072	12.155	13.046	7.8713	11.63	12.695	6.0525	11.705	11.692	10.259	1.6268	2.5171	-0.26472	3.0128	3.6419	-0.036741	1.8077	3.6077	0.45671	12.421	9.6325	9.4573	10.054	11.889	9.1286	12.605	12.06	7.8359	11.66	4.6759	6.7015
R1_B_D1_metabat.58	-3.8387	-2.8172	-3.5678	-2.1236	-0.88923	-2.6431	-2.9953	-1.5918	-1.8753	14.352	14.78	5.992	13.469	15.318	7.3322	7.2567	8.4874	6.3456	-3.6611	-2.573	-5.2231	-1.3051	-2.5215	-2.0138	-2.2858	-2.9762	-3.4709	7.8291	4.1741	8.1488	1.3342	7.2535	6.649	3.9035	5.8894	4.7489	4.8486	-0.34822	-0.7392
R1_B_D2_concoct.120	-1.7882	0.87609	-0.61514	5.53	9.2138	-0.31523	1.0374	6.0728	-0.71533	14.622	15.009	6.0055	11.184	14.319	4.2422	12.112	15.038	7.4459	-4.3366	-0.3709	-0.95462	-0.038743	2.0912	-2.7176	-1.43	0.35058	-4.0809	10.527	10.242	-1.7512	6.1971	10.536	1.5983	1.6195	4.0615	1.766	6.2813	13.008	-3.6411
R1_B_D2_concoct.37	4.8604	4.2951	6.1993	5.7459	4.4331	7.3241	4.4761	1.9693	6.6306	4.0389	7.8727	4.7505	11.594	14.063	2.3012	3.0031	6.4145	3.3936	8.1352	5.109	16.946	5.7924	3.5642	14.806	4.0426	2.8838	12.075	5.3928	3.4689	1.1399	4.3133	6.7731	0.63798	7.6489	6.9101	-0.02645	8.7936	1.2308	3.0144
R1_B_D2_concoct.51	6.2384	6.1239	7.1246	5.9547	5.5024	6.7833	5.8169	5.4942	5.4829	15.207	16.407	9.5245	14.802	16.268	8.9498	15.158	15.077	9.9349	11.725	11.413	7.8601	11.02	9.19	9.3033	10.402	9.3756	9.925	12.091	10.457	4.484	11.097	13.183	8.4736	13.713	10.677	7.003	15.765	7.7075	7.1127
R1_B_D2_concoct.73	-3.967	-2.0094	-1.6282	-2.3084	-1.0575	-0.6571	-3.0922	-0.77999	0.10762	12.589	13.159	8.7229	12.461	13.805	8.882	9.6771	9.7798	9.1601	-2.1654	-3.425	-2.1862	-1.1684	-3.0972	-0.18545	-2.4113	-2.9762	-2.5661	10.273	5.9079	5.5862	8.5848	8.0962	5.8926	13.73	10.959	5.0592	6.7467	0.51141	1.6795
R1_B_D2_concoct.86	-2.3648	-3.1615	0.14099	-2.5146	-1.8572	-1.6921	-3.0431	-2.2969	-0.99041	0.81172	4.7765	4.0248	10.7	14.64	2.3651	0.34254	2.6913	2.3508	-0.63821	-1.6533	3.167	-1.0582	-2.403	6.803	-1.7632	-2.4842	2.6018	3.0257	1.0589	2.7747	2.6324	2.7175	1.3344	5.7642	4.3709	2.0572	11.853	5.6247	-0.093217
R1_B_D2_concoct.87	2.9788	1.5403	3.9292	1.9424	1.4369	5.602	3.5095	2.8294	5.5788	15.403	16.781	6.363	12.15	14.055	4.7506	11.479	14.667	7.5951	8.4551	4.5176	6.2617	3.6016	1.9187	8.3697	2.2645	1.9789	6.8546	8.3204	4.9686	0.32445	9.2446	9.1365	2.7677	7.81	8.4438	0.6231	11.406	3.2213	-0.7392
R1_B_D2_maxbin.014	7.9222	6.7781	6.9804	4.8254	4.078	6.6039	5.515	2.7868	6.2773	17.73	17.549	14.323	14.978	16.845	15.801	16.744	16.291	12.927	5.8041	5.9904	6.7935	7.0905	4.3942	5.6329	5.2577	5.2641	7.2984	11.224	8.2836	2.8364	12.392	12.433	9.4161	14.86	11.564	5.9797	15.677	6.3593	14.477
R1_B_D2_metabat.14	-7.2508	-2.0669	-3.1479	-1.1917	0.14079	1.7061	-1.2839	1.3176	-0.71533	16.29	15.789	13.43	15.918	15.888	12.804	17.014	15.92	13.34	0.25526	-0.012146	0.066398	5.5733	1.9363	1.967	2.8381	1.3774	-1.8788	14.338	13.194	3.5563	16.117	15.326	10.349	16.746	14.819	9.8172	19.219	10.585	0.83531
R1_B_D2_metabat.16	11.326	10.5	9.6022	9.8155	10.279	7.0628	9.4032	8.7	6.2321	13.611	14.721	7.4923	14.103	16.449	7.26	13.552	13.168	8.7248	9.1194	11.048	3.9945	10.727	10.399	4.7773	11.14	10.617	7.2827	11.211	9.2633	2.1659	10.208	11.737	5.634	13.213	10.759	3.747	12.655	8.3086	3.6632
R1_B_D2_metabat.18	4.2249	4.1394	5.5735	4.312	3.7206	6.1539	4.1386	2.7546	6.1355	14.904	15.649	7.9541	14.14	15.866	7.1901	14.395	15.141	8.2091	8.5902	7.2415	7.2763	7.5906	5.3351	7.211	5.9199	4.8371	8.0972	10.311	8.2202	2.3805	11.023	12.26	6.8732	12.747	11.125	4.6131	13.378	4.6772	5.3378
R1_B_D2_metabat.19	0.36748	1.0243	-0.076373	1.7936	4.0818	0.94513	1.8502	2.5126	1.0452	13.125	13.973	8.8205	11.474	14.344	7.3081	12.697	12.693	11.66	-0.78246	-0.68748	-0.20618	2.2338	2.158	-0.076378	-0.088938	2.9453	-0.40309	13.662	10.864	0.45722	11.154	12.961	4.9293	13.572	13.188	5.6984	12.537	5.3906	4.7568
R1_B_D2_metabat.27	9.4716	8.5075	7.7375	5.7252	5.4519	5.5298	7.2734	5.6569	4.8465	13.787	14.473	7.7503	13.117	15.191	7.0333	13.911	11.912	7.7171	12.25	13.254	3.6482	12.92	12.193	7.0564	12.104	12.954	6.365	9.9885	8.8252	7.4398	9.4098	10.0	7.8248	12.496	10.884	6.9523	13.743	7.6384	8.6565
